#AgreementMakerLight Alignment File
#Source ontology:	http://purl.obolibrary.org/obo/ChemOnt.owl
#Target ontology:	http://purl.obolibrary.org/obo/rxno.obo.owl
Source URI	Source Label	Target URI	Target Label	Similarity	Relationship	Status
http://purl.obolibrary.org/obo/CHEMONTID_0000501	isocyanates	http://purl.obolibrary.org/obo/CHEBI_53212	isocyanates	0.9388	=
http://purl.obolibrary.org/obo/CHEMONTID_0000210	carbazoles	http://purl.obolibrary.org/obo/CHEBI_48513	carbazoles	0.9367	=
http://purl.obolibrary.org/obo/CHEMONTID_0000070	oxetanes	http://purl.obolibrary.org/obo/CHEBI_38784	oxetanes	0.8836	=
http://purl.obolibrary.org/obo/CHEMONTID_0000415	boronic acids	http://purl.obolibrary.org/obo/CHEBI_38269	boronic acids	0.8836	=
http://purl.obolibrary.org/obo/CHEMONTID_0000111	tetrazoles	http://purl.obolibrary.org/obo/CHEBI_35689	tetrazoles	0.8836	=
http://purl.obolibrary.org/obo/CHEMONTID_0000098	triazines	http://purl.obolibrary.org/obo/CHEBI_26588	triazines	0.8836	=
http://purl.obolibrary.org/obo/CHEMONTID_0000274	acridines	http://purl.obolibrary.org/obo/CHEBI_22213	acridines	0.8836	=
http://purl.obolibrary.org/obo/CHEMONTID_0001615	flavones	http://purl.obolibrary.org/obo/CHEBI_24043	flavones	0.8836	=
http://purl.obolibrary.org/obo/CHEMONTID_0000134	phenols	http://purl.obolibrary.org/obo/CHEBI_33853	phenols	0.8836	=
http://purl.obolibrary.org/obo/CHEMONTID_0000294	benzimidazoles	http://purl.obolibrary.org/obo/CHEBI_22715	benzimidazoles	0.8836	=
http://purl.obolibrary.org/obo/CHEMONTID_0004530	formamides	http://purl.obolibrary.org/obo/CHEBI_24079	formamides	0.8836	=
http://purl.obolibrary.org/obo/CHEMONTID_0002497	indoles	http://purl.obolibrary.org/obo/CHEBI_24828	indoles	0.8836	=
http://purl.obolibrary.org/obo/CHEMONTID_0001136	flavonols	http://purl.obolibrary.org/obo/CHEBI_28802	flavonols	0.8836	=
http://purl.obolibrary.org/obo/CHEMONTID_0000090	pyrroles	http://purl.obolibrary.org/obo/CHEBI_26455	pyrroles	0.8836	=
http://purl.obolibrary.org/obo/CHEMONTID_0002504	cinnamic acids	http://purl.obolibrary.org/obo/CHEBI_23252	cinnamic acids	0.8836	=
http://purl.obolibrary.org/obo/CHEMONTID_0000076	furans	http://purl.obolibrary.org/obo/CHEBI_24129	furans	0.8836	=
http://purl.obolibrary.org/obo/CHEMONTID_0000097	thiophenes	http://purl.obolibrary.org/obo/CHEBI_26961	thiophenes	0.8836	=
http://purl.obolibrary.org/obo/CHEMONTID_0000016	allenes	http://purl.obolibrary.org/obo/CHEBI_37602	allenes	0.8836	=
http://purl.obolibrary.org/obo/CHEMONTID_0000087	pyrazoles	http://purl.obolibrary.org/obo/CHEBI_26410	pyrazoles	0.8836	=
http://purl.obolibrary.org/obo/CHEMONTID_0000494	isoflavones	http://purl.obolibrary.org/obo/CHEBI_38757	isoflavones	0.8836	=
http://purl.obolibrary.org/obo/CHEMONTID_0001345	benzaldehydes	http://purl.obolibrary.org/obo/CHEBI_22698	benzaldehydes	0.8836	=
